customer_ID,record_type,A,B,C,D,E,F,G
10012309,0,1,1,1,1,0,1,2
10091087,0,0,0,1,1,0,0,2
10001156,0,0,0,2,2,0,0,1
10050495,0,1,1,2,2,1,1,3
10061787,0,1,0,1,1,0,1,4
10119500,0,1,0,2,2,1,1,4
10025753,0,2,1,3,3,1,0,1
10070776,0,1,1,2,2,1,1,2
10076414,0,2,0,1,3,1,3,3
10001730,0,1,1,4,3,1,0,2
10004158,1,1,0,1,1,1,0,1
10009064,0,0,0,1,2,0,0,2
10040772,0,1,0,3,3,0,1,4
10097910,0,2,1,3,3,1,1,3
10048656,0,0,0,2,2,0,0,2
10078312,0,0,0,1,3,0,0,1
10062606,0,2,1,1,1,1,3,2
10048742,0,2,1,4,3,0,1,3
10036710,0,0,0,3,3,0,0,4
10112541,0,1,1,2,3,1,2,1
10072739,0,1,0,3,3,0,2,2
10125840,0,1,1,2,3,0,2,2
10148654,0,0,1,1,2,0,0,1
10030142,0,2,0,1,2,1,1,1
10042177,0,2,1,2,3,1,3,3
10068613,0,1,1,3,3,1,1,2
10031748,0,2,0,3,3,0,0,2
10117681,0,1,1,2,2,0,2,1
10117170,0,2,0,1,1,0,3,4
10109440,0,0,0,2,2,0,0,2
10026765,0,1,0,2,3,1,2,3
10001353,0,0,0,3,3,0,0,2
10101165,0,1,0,3,3,0,1,3
10090446,0,1,0,3,2,1,2,3
10031925,0,1,0,1,3,0,2,3
10011743,0,1,0,3,3,0,2,2
10053548,0,2,1,2,2,1,0,2
10018389,0,1,1,3,3,1,1,4
10018924,0,1,1,1,1,1,2,2
10079912,0,0,1,3,2,0,0,3
10138997,0,1,1,2,2,1,2,3
10104238,0,1,0,1,3,0,2,3
10049302,0,1,0,3,3,1,1,4
10040878,0,0,0,3,3,0,0,2
10107969,0,1,1,3,3,1,0,1
10132639,0,1,0,1,1,0,2,2
10117798,0,1,0,1,3,1,2,3
10106024,0,1,0,3,3,0,1,2
10035060,1,0,0,1,1,0,0,1
10101824,0,0,0,1,2,0,0,3
10000725,0,2,1,1,3,1,3,3
10112124,0,0,0,1,2,0,0,2
10130531,0,1,1,1,1,0,1,1
10087641,0,1,1,1,1,1,2,1
10025363,0,2,1,3,3,1,0,2
10088063,0,1,1,1,1,1,1,4
10090132,0,1,0,3,3,0,2,3
10111925,0,0,0,3,3,0,0,3
10040284,0,2,0,3,3,1,0,2
10066208,0,1,0,2,3,0,0,2
10065550,0,1,0,3,2,0,1,4
10088876,0,1,0,3,3,0,2,1
10136079,0,1,1,3,3,1,2,2
10112762,1,0,1,1,3,0,0,2
10036918,0,1,1,3,3,0,1,2
10123654,0,0,0,4,3,0,0,2
10122573,0,1,1,3,3,1,1,2
10089360,0,1,0,2,3,0,0,1
10066456,0,0,0,1,1,0,0,3
10033184,1,1,1,2,2,0,2,3
10137330,0,1,0,2,3,1,2,2
10149441,0,1,1,2,2,1,1,2
10123632,0,1,0,1,2,1,2,3
10072350,0,0,0,2,1,0,0,4
10100716,0,1,1,1,2,1,1,2
10129123,0,1,1,3,3,0,1,3
10044373,0,1,0,1,1,0,2,2
10119659,0,0,0,1,1,0,0,2
10031824,0,0,0,1,2,0,0,1
10046630,0,1,0,1,1,0,1,4
10109010,0,1,1,3,3,1,1,2
10071567,0,0,1,1,2,0,0,1
10059944,0,1,0,3,3,0,1,2
10015725,0,1,0,3,3,0,1,2
10131776,0,1,1,1,3,0,1,2
10081111,0,2,0,2,2,0,2,1
10102539,0,1,0,1,1,0,1,2
10074811,0,1,1,1,3,1,1,3
10100999,0,2,0,4,3,0,0,3
10013750,0,1,0,1,1,0,1,1
10090000,0,0,0,3,3,0,0,3
10038443,1,1,1,1,1,0,2,3
10031189,0,1,0,2,2,0,1,2
10020681,0,2,0,2,2,0,3,2
10108128,0,1,0,4,3,1,0,1
10088575,0,1,1,3,3,1,1,2
10132202,0,1,1,3,3,0,2,2
10001313,0,1,0,3,3,0,0,2
10059196,0,1,1,1,1,1,1,4
10050245,0,2,1,2,2,0,1,3
10057326,0,1,0,3,3,0,1,1
10113306,0,1,1,3,3,1,1,2
10058935,0,1,0,4,3,0,2,3
10098565,0,0,1,3,3,0,0,1
10109340,0,1,0,4,3,0,2,3
10133641,0,1,1,4,3,1,0,2
10063400,0,1,0,3,3,0,1,2
10134364,0,1,0,3,3,0,1,1
10151123,0,1,1,3,3,1,1,4
10035907,0,1,0,2,1,1,2,2
10077689,0,1,1,4,3,1,2,3
10051520,0,1,0,3,3,1,2,1
10107058,0,1,0,2,2,0,2,2
10146115,0,0,0,1,1,0,0,2
10120234,0,2,0,1,1,0,3,2
10005519,0,1,0,3,2,1,1,3
10026027,0,1,0,3,2,0,0,2
10076329,0,1,1,2,2,0,2,4
10081047,0,2,1,3,3,1,0,2
10003141,0,1,1,1,3,1,2,3
10102720,0,1,1,4,3,1,0,2
10001792,0,1,0,3,2,0,1,1
10045152,0,1,1,3,3,1,1,3
10003504,0,1,0,3,3,0,2,3
10025581,0,1,0,3,3,0,2,2
10018239,0,1,0,3,3,1,0,2
10138543,0,0,0,1,1,0,0,2
10101230,0,0,0,3,3,0,0,2
10041334,0,1,1,3,3,1,2,2
10063756,0,1,1,2,3,1,2,2
10114747,0,1,0,4,3,0,2,3
10105382,0,1,1,3,2,1,2,1
10125172,0,0,1,1,1,0,0,1
10037426,0,1,0,3,3,1,2,3
10027459,1,1,1,3,3,1,2,2
10039855,0,2,1,1,1,1,2,1
10117710,0,1,1,3,3,1,1,2
10116716,0,2,0,3,3,1,0,1
10123833,0,1,1,2,2,0,1,2
10106008,0,1,0,3,3,1,2,1
10064695,0,0,0,1,1,0,0,2
10111528,0,1,0,3,3,1,2,3
10074139,0,1,0,2,3,0,2,3
10044421,0,1,1,1,1,1,2,3
10080716,0,0,1,2,3,1,1,4
10096140,0,0,0,2,2,0,0,2
10114802,0,1,0,2,2,1,2,3
10109228,0,1,0,4,3,1,2,4
10045718,0,1,0,3,3,0,2,3
10149908,0,2,1,1,2,0,3,2
10090112,0,1,0,3,3,1,2,3
10105818,0,2,1,4,3,1,0,1
10074534,0,0,0,2,2,0,2,2
10152651,0,1,1,1,2,1,2,4
10083452,0,2,0,2,2,1,3,4
10050435,0,1,0,3,3,1,2,3
10057207,0,1,0,4,3,0,0,2
10146953,0,1,1,3,3,1,0,2
10038694,0,2,1,3,3,1,0,2
10029772,0,1,0,1,1,1,2,2
10009194,0,0,1,1,2,0,0,2
10134877,0,2,0,2,2,0,2,1
10097434,0,0,0,3,3,0,0,3
10099259,0,0,1,1,2,0,0,2
10012110,0,1,1,3,3,1,0,4
10022242,0,0,0,2,3,0,0,2
10136086,0,0,0,1,2,0,0,2
10076568,0,1,0,3,3,0,2,3
10034925,0,2,0,3,3,1,0,2
10062313,0,1,1,3,3,1,1,4
10096317,0,2,1,4,3,1,3,4
10019013,0,1,1,2,3,1,2,3
10059703,0,2,1,3,3,1,0,2
10061496,0,1,1,3,3,1,1,3
10130792,0,1,0,1,1,0,1,1
10088283,0,1,1,1,2,0,2,2
10038556,0,1,1,3,3,1,1,1
10110270,0,1,1,2,2,0,2,1
10139706,0,1,1,3,3,1,1,2
10122200,0,0,0,1,1,0,0,4
10133227,0,1,1,3,3,1,2,4
10065879,0,0,1,2,2,0,0,4
10095820,0,1,1,1,1,1,2,2
10088770,0,1,0,1,1,1,0,1
10121231,0,0,0,4,3,0,3,2
10124368,0,1,1,2,2,1,2,2
10113586,0,1,1,1,2,1,2,1
10020519,0,0,0,1,3,0,0,2
10033925,0,1,0,2,2,1,2,1
10143228,0,2,1,3,3,0,2,2
10012293,0,1,1,1,1,1,1,2
10059492,0,0,0,3,3,0,0,2
10065964,0,1,0,3,3,0,2,3
10015921,0,1,1,4,3,1,2,3
10063881,0,1,1,1,1,1,2,4
10068207,0,2,1,2,3,1,3,3
10134814,0,2,0,3,2,1,0,2
10109449,0,2,0,1,1,0,2,2
10061760,1,1,1,2,3,1,1,2
10127681,0,1,0,3,3,1,0,1
10033975,0,1,0,3,2,1,1,4
10136894,0,2,0,3,3,1,2,3
10085853,0,0,0,3,3,1,2,2
10106648,0,1,0,3,2,1,1,3
10056028,0,0,1,3,3,0,0,2
10143528,0,1,0,1,1,0,2,1
10130926,0,0,0,3,3,0,0,2
10115478,0,1,1,4,3,0,0,3
10064599,0,1,1,2,2,0,2,1
10003204,0,2,0,1,3,0,0,2
10014341,0,1,1,4,3,0,2,1
10096386,0,1,1,3,3,1,1,3
10133164,0,2,0,1,1,0,3,3
10090774,0,1,0,2,2,1,2,2
10009951,0,0,0,3,3,0,0,2
10068464,0,1,0,3,3,0,2,2
10086266,0,0,0,3,2,0,0,2
10138425,0,2,0,4,3,1,0,2
10097830,0,2,0,4,3,0,2,3
10118263,0,0,0,3,2,0,0,2
10078629,0,1,0,1,1,0,2,2
10013769,0,2,1,1,2,1,2,3
10135777,0,1,0,3,3,0,0,4
10109129,0,2,1,4,3,1,0,1
10063587,0,0,0,2,3,0,0,2
10055108,0,1,0,1,3,0,2,2
10011792,0,0,0,2,2,0,0,2
10073367,0,1,1,2,3,1,2,1
10013672,0,1,1,2,3,0,1,2
10038531,0,2,1,3,3,1,2,3
10029046,0,1,0,2,3,0,1,3
10114922,0,1,0,3,3,1,2,3
10012993,0,0,0,1,3,0,0,3
10117266,0,1,0,3,3,1,1,3
10058468,0,1,1,3,3,1,0,2
10143344,0,2,1,1,2,1,2,2
10031835,0,0,0,3,3,0,2,2
10022018,0,1,1,3,3,1,2,3
10015052,0,1,0,3,3,0,0,1
10113655,0,1,1,2,3,0,2,2
10005145,0,2,1,1,3,1,3,1
10054356,0,1,0,3,3,0,2,1
10055418,0,1,0,3,3,0,1,3
10138058,0,1,1,4,3,1,2,3
10108373,0,1,1,1,3,1,1,3
10121050,1,0,1,2,2,0,0,3
10131266,0,1,0,1,2,0,2,3
10034952,0,0,0,1,1,0,2,2
10050139,0,1,1,1,2,1,2,3
10008876,0,1,1,3,3,0,2,4
10029752,0,2,1,2,2,0,2,1
10022130,0,1,0,3,3,0,1,2
10022253,0,1,1,2,3,1,2,1
10060514,0,2,0,1,3,1,3,3
10142140,0,1,1,3,3,1,1,3
10054891,0,1,0,1,2,0,1,2
10067240,0,1,0,3,3,0,0,1
10015268,0,1,0,3,3,0,0,1
10145255,0,2,0,1,1,0,3,4
10110437,0,1,1,3,3,1,2,4
10111469,0,0,0,1,1,0,0,1
10067766,0,2,1,1,3,1,2,3
10037898,0,1,0,3,3,0,2,2
10012475,0,1,0,3,3,0,2,2
10121561,0,2,0,3,3,0,3,3
10022797,0,0,0,1,2,0,2,3
10049215,0,2,0,1,3,0,1,3
10054971,0,0,1,2,2,0,0,1
10074534,0,0,0,2,2,0,0,2
10014754,0,2,1,2,2,0,2,3
10047119,0,1,0,2,2,0,0,3
10100943,0,0,0,1,1,0,0,2
10139245,0,2,1,3,3,1,0,2
10152621,0,2,1,3,3,1,2,1
10057520,0,2,0,3,3,0,0,2
10075612,0,1,0,3,3,0,2,1
10011228,0,1,0,3,3,1,2,3
10018099,0,2,0,1,1,0,3,2
10041443,0,1,0,1,1,0,2,2
10124731,0,0,0,2,2,0,0,2
10080509,0,1,0,1,1,0,2,3
10009733,0,2,1,1,1,1,2,1
10004594,0,1,1,3,3,1,0,1
10062924,0,2,0,1,1,0,2,3
10083590,0,0,0,2,1,0,0,1
10106696,0,2,1,3,3,1,3,3
10076293,0,1,0,3,3,0,2,3
10021478,0,1,0,2,3,0,2,3
10026577,0,1,0,2,3,0,2,2
10009043,0,0,0,1,1,0,0,1
10080445,0,0,0,1,1,0,0,1
10025111,0,1,1,2,2,0,1,3
10048365,0,1,0,3,3,1,1,4
10014697,0,0,0,2,1,0,0,2
10015847,0,1,1,3,3,1,2,2
10015236,0,0,1,1,3,0,0,3
10005872,0,1,1,2,3,1,0,1
10007889,0,2,1,1,2,1,2,4
10018803,0,0,0,1,1,0,0,1
10130915,0,1,1,1,2,0,2,1
10050014,0,0,0,2,2,0,2,1
10001176,0,1,1,3,3,1,1,2
10059847,0,1,0,3,3,0,2,2
10105775,0,1,1,4,3,1,2,3
10001735,0,1,0,3,3,0,0,2
10126312,0,0,1,2,2,0,0,1
10012385,0,1,1,1,3,1,0,3
10125641,0,1,0,2,3,0,1,3
10089515,0,1,1,1,2,1,2,3
10019438,0,1,0,3,3,1,2,3
10109770,0,1,1,2,3,1,2,3
10131255,0,1,0,4,3,1,0,3
10129990,0,1,0,4,3,1,1,4
10049105,0,0,0,1,1,0,0,1
10044768,0,1,1,3,3,0,2,2
10069941,0,1,1,1,3,1,1,1
10146144,0,0,0,3,3,0,0,4
10052260,0,2,0,3,3,0,3,3
10101455,0,1,1,1,1,1,2,4
10073123,0,1,0,3,3,1,2,2
10135919,0,1,0,1,1,0,2,3
10085695,0,1,0,1,1,0,2,2
10026764,0,1,1,2,3,0,2,2
10087220,0,0,0,1,2,0,0,2
10125873,0,0,0,2,3,0,0,2
10140060,0,1,1,3,3,1,1,4
10026934,0,1,1,3,3,1,2,4
10105819,0,1,0,2,2,0,1,3
10078564,0,1,1,3,3,1,1,3
10141556,0,1,1,4,3,1,0,3
10047585,0,0,0,1,3,0,0,3
10003155,0,2,1,4,3,1,2,3
10078559,0,1,1,1,1,1,1,2
10110463,0,1,0,3,3,0,1,1
10009111,1,1,0,1,1,0,2,1
10100333,0,1,1,3,3,1,1,4
10049256,0,2,1,1,1,0,2,1
10085175,0,1,0,2,3,0,0,2
10148828,0,1,1,3,3,1,2,1
10117264,0,0,0,2,2,0,0,3
10147466,0,1,0,4,3,0,0,2
10075210,0,1,1,3,3,1,1,2
10090309,0,1,0,1,1,0,2,1
10076845,0,1,1,3,3,1,0,2
10144279,0,1,0,2,2,1,1,3
10151896,0,1,0,3,3,1,0,2
10024527,0,2,1,3,3,1,3,1
10124967,0,1,0,2,3,0,1,2
10070171,0,1,0,2,3,1,1,3
10090914,0,1,1,3,3,1,1,3
10114998,0,1,1,1,1,1,1,1
10019898,0,1,1,4,3,1,1,3
10091305,0,1,1,3,3,1,2,1
10058615,0,1,1,4,3,1,0,2
10152566,0,1,1,3,3,1,2,3
10044811,0,1,1,4,3,1,2,3
10126796,0,1,1,1,1,1,1,3
10059952,0,1,1,3,3,1,1,3
10103886,0,1,1,3,3,0,2,1
10151846,0,1,1,3,3,1,2,3
10079704,0,1,0,1,2,1,1,2
10032561,0,0,0,1,2,0,0,3
10021687,0,0,0,1,3,0,0,2
10125635,0,2,0,3,3,0,2,1
10003299,1,1,1,1,1,1,2,4
10085959,0,0,0,3,3,0,0,2
10125535,0,1,1,3,3,1,2,4
10079146,0,1,1,2,2,1,2,1
10078387,1,2,0,4,3,1,3,3
10109282,0,1,1,3,3,1,2,3
10023492,0,1,1,3,3,1,0,2
10048293,0,1,0,3,3,1,0,1
10149806,0,0,0,1,2,0,0,2
10122132,0,0,0,1,1,0,0,3
10111019,0,0,1,2,3,0,0,2
10091608,0,1,0,3,3,0,1,1
10049651,0,1,0,1,1,0,1,4
10039703,0,1,1,3,3,1,2,2
10000691,0,0,0,3,3,0,0,2
10131252,0,1,1,1,1,1,2,1
10020973,0,1,1,3,3,1,1,4
10067201,0,1,0,1,1,1,0,2
10082157,0,1,0,3,3,1,1,3
10008425,0,1,1,1,3,0,2,1
10071585,0,1,1,4,3,0,2,2
10145362,0,1,1,1,2,1,2,4
10029061,0,0,0,2,2,0,0,2
10025840,0,2,1,3,3,1,0,4
10003046,0,0,0,3,3,0,0,3
10115502,0,1,1,1,1,1,2,1
10116196,0,0,1,1,1,0,0,1
10014515,0,1,0,3,3,1,2,2
10087892,0,2,0,3,3,0,3,2
10028755,0,1,1,2,3,1,1,3
10082044,0,1,1,2,2,0,1,2
10128169,0,1,1,1,3,1,0,1
10140897,0,1,1,3,3,1,1,3
10123463,0,1,1,3,3,1,1,3
10115610,0,2,0,3,3,0,3,2
10033240,0,2,1,3,3,1,3,3
10123231,0,2,1,1,1,1,3,1
10152710,1,0,0,3,3,0,1,3
10052247,0,1,1,3,3,1,2,3
10027200,0,1,1,3,3,0,2,1
10096561,0,1,1,4,3,1,1,1
10040409,0,1,1,4,3,1,0,1
10013525,0,0,1,3,3,0,0,1
10031886,0,0,0,3,3,0,0,2
10085946,0,1,0,3,3,1,0,2
10123228,0,1,1,2,2,1,2,2
10148321,0,1,0,3,3,0,1,2
10008039,0,0,0,3,3,0,0,3
10054894,1,1,1,2,3,1,2,1
10025086,0,1,1,3,3,0,1,2
10031035,0,1,0,3,3,0,2,3
10082589,0,1,0,1,3,0,2,3
10052090,0,1,1,3,3,1,2,1
10060761,0,1,0,4,3,0,2,1
10145410,0,1,1,3,3,0,2,3
10068062,0,0,0,1,1,0,0,2
10088643,0,1,1,1,1,1,2,1
10013155,0,1,1,3,3,1,2,2
10115713,0,2,0,1,2,1,1,3
10063336,0,0,0,3,3,0,0,3
10033325,0,0,0,1,1,0,0,2
10106782,0,1,1,1,3,0,1,3
10026635,0,0,0,4,3,0,0,1
10072920,0,1,0,3,3,0,1,1
10058247,0,1,1,1,1,1,2,2
10001756,0,0,0,1,1,0,2,1
10140802,1,0,0,2,3,0,0,1
10135973,0,1,1,3,3,1,2,2
10136610,0,0,0,1,1,0,0,3
10112922,0,1,1,2,2,1,2,2
10046680,0,1,0,2,3,1,1,3
10069161,0,1,0,3,3,1,2,2
10026951,0,1,0,3,3,1,2,4
10000095,0,0,0,1,1,0,0,1
10054960,0,2,0,4,3,0,2,2
10016651,0,2,0,1,1,0,3,4
10056177,0,1,0,1,3,1,1,1
10070983,0,0,0,2,2,0,0,2
10072760,0,0,0,2,2,0,0,1
10040569,0,1,1,3,3,1,1,1
10099209,0,1,1,2,3,0,2,3
10023177,0,2,1,3,3,1,2,1
10097589,0,0,0,3,3,0,0,1
10096672,0,1,0,3,3,1,1,3
10150846,1,2,1,3,2,1,0,2
10048178,0,0,0,1,1,0,0,2
10022012,0,1,1,3,3,1,1,2
10024577,0,0,0,1,2,0,0,2
10130657,0,1,1,3,3,1,2,3
10078328,0,2,1,2,3,0,1,2
10038667,0,1,0,3,3,0,2,1
10001729,1,1,1,4,3,0,2,4
10129587,0,1,1,2,3,1,1,1
10003201,0,1,0,3,3,0,0,2
10073509,0,0,1,2,3,0,0,2
10014569,0,1,0,2,3,0,2,1
10033391,0,1,0,3,3,1,2,2
10034665,0,1,0,3,3,0,2,3
10095683,0,1,0,3,3,1,0,1
10072896,0,1,1,3,3,1,1,3
10014954,0,1,0,2,3,0,0,1
10086132,0,1,1,2,2,1,2,3
10011516,0,2,1,1,2,0,2,1
10123261,0,1,1,3,3,1,2,3
10095770,0,2,0,2,2,0,2,2
10112653,0,0,1,3,3,0,0,2
10093204,0,1,1,2,2,0,2,1
10009238,0,0,1,1,2,0,0,3
10132300,0,0,0,3,2,0,0,3
10030281,1,1,0,2,3,0,1,1
10099430,0,1,0,2,2,0,2,3
10078382,0,2,1,1,3,1,0,2
10150533,0,0,0,1,1,0,0,4
10081161,0,1,0,1,2,0,1,2
10010658,0,0,0,3,2,0,0,1
10003088,0,1,0,2,2,0,1,2
10139764,0,2,1,2,3,0,2,2
10015371,0,1,0,1,3,0,1,2
10144598,0,0,0,2,2,0,0,4
10067984,0,1,0,1,2,0,2,4
10126117,0,1,1,2,3,0,2,2
10045966,0,1,1,2,2,1,2,1
10097825,0,1,1,3,3,1,1,4
10020620,0,1,0,3,3,0,2,2
10095526,0,1,0,2,2,0,2,2
10086892,0,1,1,4,3,1,1,2
10019334,0,1,1,4,3,1,2,2
10100907,0,1,1,2,3,1,2,3
10078122,0,1,0,3,3,0,2,2
10013322,0,2,1,2,2,1,2,2
10002958,0,0,0,1,2,0,0,1
10061078,0,1,1,3,3,1,2,2
10040512,0,1,0,1,1,0,2,1
10057077,0,1,0,1,1,0,1,2
10126312,0,0,1,2,2,0,0,1
10135317,0,1,0,1,1,0,2,2
10052034,0,0,0,2,3,0,0,3
10124790,0,1,1,3,2,1,0,1
10132309,0,1,0,2,3,0,2,2
10039393,0,0,0,1,2,0,0,2
10120505,0,1,0,1,1,1,2,3
10030891,0,0,1,1,1,0,0,2
10003078,0,2,0,2,3,1,2,2
10055216,0,1,0,1,2,1,1,1
10143171,0,1,1,1,1,1,1,4
10028519,1,2,0,1,1,1,2,3
10143195,0,2,1,2,3,1,3,3
10141451,0,1,0,2,2,0,1,3
10149624,0,1,1,2,2,1,1,3
10118368,0,1,1,3,3,1,2,4
10046899,0,1,0,1,2,1,0,2
10002080,0,0,0,1,1,0,0,2
10135294,0,2,0,2,3,0,2,3
10080257,0,1,1,3,3,0,2,2
10034734,1,1,1,4,3,1,2,3
10122855,0,0,1,1,1,0,0,2
10137738,0,1,0,1,2,1,2,2
10021915,0,1,0,3,3,1,2,4
10094754,0,1,1,3,2,1,0,2
10037545,0,1,1,3,3,1,2,4
10115225,0,0,0,1,1,0,0,4
10083409,0,2,0,1,3,0,3,1
10098234,0,1,1,3,3,1,0,1
10012917,0,1,0,2,2,0,2,1
10144646,0,0,0,1,1,0,0,1
10094517,0,0,0,2,2,0,0,2
10123608,0,0,1,1,2,0,0,3
10127682,0,1,1,3,3,0,2,3
10139479,0,0,0,1,1,0,0,3
10089203,0,2,0,1,1,0,1,2
10134178,0,0,0,3,3,0,0,2
10108794,0,1,0,3,3,0,2,2
10054219,0,0,0,1,1,0,0,1
10110129,0,0,1,2,2,0,0,3
10013958,0,1,0,3,3,0,2,3
10140263,0,1,0,1,2,1,2,3
10131215,1,0,0,1,3,0,0,1
10094288,0,1,0,3,3,1,1,4
10077798,0,1,1,1,3,1,2,3
10047410,0,1,0,1,2,0,2,2
10038346,0,1,1,3,3,1,1,4
10134283,1,1,0,1,2,0,1,4
10060648,0,1,1,4,3,1,2,3
10052330,0,1,0,1,1,0,2,1
10134746,0,1,1,4,3,1,0,2
10016826,0,1,0,3,3,0,1,3
10032028,0,1,1,3,3,0,2,2
10098235,0,1,0,2,3,0,1,3
10091227,0,1,1,2,2,1,2,4
10049391,0,1,0,4,3,0,0,1
10083891,0,0,1,2,3,0,0,2
10064884,0,1,1,2,3,1,2,1
10021405,0,1,1,2,1,1,2,1
10097953,0,2,0,3,3,0,3,3
10040476,0,1,0,1,1,0,1,3
10148319,0,1,1,3,3,1,0,1
10057937,0,1,0,3,3,0,2,1
10018389,1,1,1,3,3,1,1,4
10102542,0,1,0,3,3,1,2,2
10087344,0,1,1,3,3,0,1,3
10117426,1,1,0,3,2,1,2,3
10027642,0,1,1,3,3,1,2,4
10001462,0,1,0,4,3,0,2,3
10018283,0,0,1,2,3,0,0,3
10000674,0,1,1,3,3,1,2,2
10105931,0,1,1,1,2,0,2,3
10045553,0,1,0,3,3,0,1,2
10029139,0,0,0,1,2,0,0,2
10026251,0,1,0,2,3,1,2,1
10041980,0,0,0,1,3,0,0,3
10033481,0,0,0,2,3,0,0,2
10061325,0,1,1,1,1,0,2,2
10021586,0,1,1,1,3,0,2,3
10141746,0,1,1,3,3,1,0,1
10053216,0,1,0,1,1,0,0,2
10035978,0,0,0,3,3,0,0,2
10149092,0,2,0,3,3,1,2,1
10149519,0,0,0,1,1,0,0,2
10084600,0,1,0,1,1,0,0,2
10009715,0,1,1,3,3,0,1,1
10105057,0,1,1,2,2,0,2,2
10105875,0,0,0,2,2,0,0,2
10148326,0,1,1,3,3,1,1,2
10015949,0,1,1,3,3,0,1,1
10142555,0,1,1,1,1,1,1,2
10129033,0,1,0,4,3,0,1,3
10060473,0,1,0,3,3,0,2,2
10113537,0,1,1,1,1,1,2,3
10075470,0,1,0,2,2,0,1,2
10042797,0,2,0,3,3,0,1,4
10031629,0,0,0,1,1,0,0,2
10074042,0,0,1,1,1,0,0,1
10018265,0,1,1,1,3,1,2,1
10017533,0,0,0,1,3,0,0,1
10029883,0,1,0,1,3,0,2,3
10110504,0,1,0,3,3,0,0,1
10145541,0,0,0,2,3,0,0,2
10044522,0,1,1,1,1,1,2,3
10137570,0,1,1,2,2,1,1,1
10024453,0,0,0,1,1,0,0,4
10060205,0,1,1,4,3,1,0,2
10103276,0,1,1,4,3,1,0,3
10005578,1,1,0,4,3,1,1,1
10052702,0,1,0,4,3,1,1,4
10133373,0,1,1,4,3,1,1,2
10145023,0,0,0,1,3,0,0,3
10042962,0,0,0,3,3,1,0,1
10091297,0,2,0,3,3,1,1,2
10038455,0,0,1,3,3,0,0,2
10110269,0,1,1,3,3,0,1,1
10152430,0,2,0,1,1,0,3,2
10013927,0,0,0,1,1,0,0,2
10097034,0,0,0,1,1,0,0,2
10098276,0,1,0,4,3,0,2,2
10043527,0,2,1,3,3,1,0,1
10091356,0,1,1,2,2,1,1,1
10087782,0,2,1,3,3,1,1,1
10020582,0,2,0,3,3,0,1,3
10028618,0,1,0,1,1,0,0,2
10010882,0,0,0,1,1,0,0,1
10000962,0,1,0,2,3,0,2,2
10152354,0,1,1,2,2,1,2,2
10140968,1,2,1,3,3,1,0,2
10105394,0,1,0,1,1,0,2,2
10061900,0,1,0,3,3,1,1,2
10065324,0,1,1,3,3,1,2,1
10132348,0,0,0,1,1,0,0,4
10026312,0,2,0,4,3,0,2,3
10025601,0,2,1,3,3,1,3,3
10083883,1,1,1,1,2,1,1,3
10119789,0,1,1,3,3,0,2,3
10001428,0,0,1,1,3,0,0,3
10027348,0,1,1,3,3,1,2,3
10110435,0,2,1,3,3,1,0,2
10023345,0,1,1,3,2,1,1,1
10087983,0,1,1,3,3,1,1,4
10029926,0,2,1,3,3,1,0,2
10022403,0,0,0,2,2,0,0,2
10046218,0,1,1,2,2,1,0,2
10075780,0,1,1,1,1,1,1,4
10095092,1,2,1,3,3,0,2,3
10072908,0,1,1,3,3,1,2,2
10081879,0,1,0,2,2,0,0,2
10106691,0,0,1,2,3,0,1,1
10098727,0,1,0,3,3,0,1,2
10147279,0,1,1,1,2,1,2,2
10143948,0,1,1,1,2,1,2,3
10105789,0,0,0,1,1,0,0,2
10039775,0,1,1,3,3,1,1,3
10026675,0,1,1,3,3,1,2,2
10064650,0,0,0,2,3,0,2,2
10011072,0,1,0,4,3,1,2,2
10147086,0,2,0,3,3,0,0,2
10002432,1,1,1,3,3,1,1,3
10085710,0,0,0,1,1,0,0,4
10088847,0,2,1,2,3,1,0,3
10041799,0,2,1,3,3,0,3,1
10138681,0,2,0,3,3,1,0,2
10044576,0,1,0,1,3,1,2,3
10006753,0,1,0,3,3,1,0,1
10026224,0,1,1,3,3,1,2,4
10042883,1,0,0,2,3,0,0,2
10019885,0,0,0,1,1,0,0,2
10001355,0,2,0,1,1,0,2,4
10044508,0,1,1,3,3,1,2,3
10003465,0,1,1,1,3,1,2,3
10070410,0,1,1,1,3,1,2,3
10071205,0,2,0,1,1,0,3,2
10009786,0,1,1,2,2,1,2,3
10017133,0,0,0,2,3,0,0,3
10063195,0,1,1,2,1,1,1,2
10116910,0,2,0,1,1,0,3,1
10065971,0,2,0,1,1,1,2,3
10140929,0,1,1,3,3,1,1,4
10137772,0,1,0,3,2,0,1,2
10003404,0,1,1,4,3,1,0,2
10130052,0,1,1,1,1,1,2,1
10129957,0,1,0,3,3,1,0,1
10038468,0,1,0,3,3,0,2,3
10151161,0,2,0,1,2,0,2,2
10129749,0,2,1,4,3,1,2,4
10084621,0,1,0,3,3,1,2,2
10012171,0,2,1,1,1,0,2,2
10083818,1,1,1,3,3,0,0,2
10076823,0,1,0,2,2,1,2,2
10049776,0,1,0,1,1,0,1,2
10134682,0,1,0,1,1,1,2,2
10073828,0,0,0,1,1,0,0,2
10143331,0,2,1,3,3,1,0,1
10043846,0,1,0,3,3,0,1,2
10038417,1,1,1,4,3,1,2,4
10049491,0,1,1,4,3,1,2,2
10054949,0,0,0,1,3,0,2,3
10111417,0,1,1,3,3,1,1,1
